impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K21-141275,A651391,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2340481,In Public Home,,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Black / Unknown,10/20/2021 0:00,Date Found,200 block of  POWELL AVE SW,RENTON,WA,98057,RENTON,47.480381,-122.23104,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2340481,Image Copyright HLP Inc. 2021,"Description: This sweet little Tortie (black base w/patches of color) shows up every evening. She is adorable, friendly & always hungry! No collar, haven't had a chance to check for a chip. Hopefully, she belongs nearby. Guessing 1 1/2 yrs. old. Very talkative!<p/>Age: Over 1 year<p/>Found Near: 200 block of  POWELL AVE SW<p/>Found Date: 10/20/2021<p/>",
K21-141561,A652214,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Male,Domestic Mediumhair,Brn Tabby / White,11/5/2021 0:00,Received on,10200 block of  10TH AVE S,SEATTLE,WA,98168,KING COUNTY,,,,Image Copyright HLP Inc. 2021,Received on: 2021-11-05<p/> Found Near: 10200 block of  10TH AVE S<p/> Description: Brn Tabby / White Male Domestic Mediumhair Cat<p/> Age: NO AGE<p/>,
K21-141257,A651345,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2340236,In Public Home,,Dog,Over 1 year<p/>,Male,Akita,White / Brown,10/24/2021 0:00,Date Found,LAKE  HILLS NEIGHBORHOOD OF BELLEVUE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2340236,Image Copyright HLP Inc. 2021,"Description: White with caramel dustings on head and back. Caramel eyes. About 70# but that's a guess. Agile and well. Knows how to sit. No collar (collar in photo was provided by us, the finders). No microchip.<p/>Age: Over 1 year<p/>Found Near: Lake Hills Neighborhood of Bellevue, Bellevue WA  98007<p/>Found Date: 10/24/2021<p/>",
K21-141305,A651431,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2340850,LOST,Hallie,Dog,Over 1 year<p/>,Female,American Pit Bull Terrier,Unknown,10/25/2021 0:00,Date Lost,JUDKINS  PARK,CONFIRMED TAN DOG SIGHTED AT JUDKINS PARK BETWEEN 11:30PM-12AM (MIDNIGHT) LAST NIGHT. STILL SCARED AN,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2340850,Image Copyright HLP Inc. 2021,"Description: sweet 3 year old pit mix with patchy tan markings and is roughly 35-40 lbs. She first escaped and was running north on 15th Ave S, in North Beacon Hill at approximately 8am on10/25. She was wearing the same blue collar seen in the photos.<p/>Age: Over 1 year<p/>Location Lost: Judkins Park, Confirmed tan dog sighted at Judkins Park between 11:30pm-12am (midnight) last night. Still scared and ran off toward north bathrooms when approached., Seattle WA  98102<p/>Lost Date: 10/25/2021<p/>",
K21-141318,A651455,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Female,Ragdoll,Cream / Brown,10/27/2021 0:00,Received on,13100 block of  SE 266TH PL,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2021,Received on: 2021-10-27<p/> Found Near: 13100 block of  SE 266TH PL<p/> Description: Cream / Brown Female Ragdoll Cat<p/> Age: NO AGE<p/>,
K21-141453,A644868,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A644868,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Marmalade,Cat,8 YEARS 3 MONTHS,Spayed Female,Domestic Shorthair,Orange,11/1/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A644868,Image Copyright HLP Inc. 2021,"Received on: 2021-11-01<p/> Description: Orange<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 8 YEARS 3 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hello, my name is Marmalade and I am available for adoption!<p/><p/>I was brought into the shelter on 8/03/21 by my previous owner because they were unable to provide me with the care that I needed.<p/><p/>I am a sassy lady who is looking for a home where I can have my own space to come around. I am an independent kitty who likes to look out windows and ponder reflectively on our collective existence. <p/><p/>If you are looking for an orange beauty who doesn't require tons of emotional maintenance, I may just be the girl for you!<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/>Current medical conditions are noted below.<p/><p/>1)    Feline lower urinary tract disease (FLUTD)- FLUTD is an inflammatory condition of the urinary tract caused by a combination of stress, diet and water intake.  This condition can be managed through prescription diets, increased water consumption and reducing stress in the household.  Occasionally, this condition can result in a urinary blockage, which requires emergency care.  Long term management is needed.  An information handout is included.<p/>",RED
K21-141361,A650204,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A650204,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sitka,Dog,6 YEARS,Neutered Male,Siberian Husky,White,10/28/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A650204,Image Copyright HLP Inc. 2021,"Received on: 2021-10-28<p/> Description: White<p/>  Neutered Male Siberian Husky Dog<p/> Age: 6 YEARS<p/> Adoption Fee: $125.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Sitka and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 10/28.<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/><p/>",GREEN
K21-141482,A652023,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A652023,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mangus,Dog,2 YEARS,Neutered Male,Pit Bull,Black / White,11/2/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652023,Image Copyright HLP Inc. 2021,"Received on: 2021-11-02<p/> Description: Black / White<p/>  Neutered Male Pit Bull Dog<p/> Age: 2 YEARS<p/> Adoption Fee: $50.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Mangus and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on 11/02/21.<p/><p/>I am full of energy and I love to play! I tend to calm down more when the people around me stay calm. I do best when I have lots of exercise and something to keep my mind busy.<p/><p/>My caregivers have observed that I might not get along with other dogs. I may do best as the only dog in my new home, or I may need a very slow introduction to other dogs.<p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/>",RED
K21-141525,A652093,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A652093,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Plymouth,Cat,6 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby,11/3/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652093,Image Copyright HLP Inc. 2021,"Received on: 2021-11-03<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 6 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Plymouth and I am available for adoption.<p/><p/>I was brought in by my previous owner on November 3, 2021 because they had too many cats. <p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home once I get to know you.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",BLUE
K21-141417,A651720,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2343159,In Public Home,,Dog,Over 1 year<p/>,Male,Labrador Retriever,Black / Black,10/30/2021 0:00,Date Found,INTERSECTION  OF 124TH AVE SE AND SE 221ST PL IN KENT.,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2343159,Image Copyright HLP Inc. 2021,"Description: Senior, black lab. White underside of chin, white parts on paws, growth on front right ankle. Faded blue collar without tags.<p/>Age: Over 1 year<p/>Found Near: Intersection of 124th AVE SE and SE 221st PL in Kent., Kent WA  98031<p/>Found Date: 10/30/2021<p/>",
K21-141715,A652730,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652730,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,5 MONTHS,Female,Domestic Shorthair,Black / White,11/11/2021 0:00,Received on,21600 block of  64TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652730,Image Copyright HLP Inc. 2021,"Received on: 2021-11-11<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 5 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141686,A652541,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2349701,LOST,Laurie Ander,Cat,Over 1 year<p/>,Male,Maine Coon,Unknown,10/9/2021 0:00,Date Lost,DICKSON  AVE AND MT VILLA DRIVE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2349701,Image Copyright HLP Inc. 2021,"Description: Front paws declawed, black dot on end of nose, couple teeth removed <p/>Age: Over 1 year<p/>Location Lost: Dickson ave and mt villa drive , Enumclaw WA  98022<p/>Lost Date: 2021-10-09<p/>",
K21-139994,A646232,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A646232,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Hannah,Cat,4 MONTHS,Spayed Female,Domestic Shorthair,Black / White,9/13/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A646232,Image Copyright HLP Inc. 2021,"Received on: 2021-09-13<p/> Description: Black / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Adoption Fee: $50.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Hannah and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 8/20/21.<p/><p/>I am an affectionate and quiet lady who would be thrilled to cuddle up with you at home!<p/><p/>I am a sweet kitten who may need extra time and attention to warm up to new situations and new people. <p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>Current medical conditions are noted below.<p/><p/>1)  Very weak positive FeLV- Feline leukemia virus is transmitted to other cats through saliva and activities such as sharing water bowls, communal grooming and social contact.  Infection is lifelong and there is no cure.  Cats infected with feline leukemia virus typically live shorter lifespans, although with proper care and management, some cats can have a good quality of life.  Please refer to the information handout.<p/><p/>",GREEN
K21-141461,A651893,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A651893,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Bird,1 YEAR,Female,Chicken,Red,11/1/2021 0:00,Received on,24400 block of  119TH AVE SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A651893,Image Copyright HLP Inc. 2021,"Received on: 2021-11-01<p/> Found Near: 24400 block of  119TH AVE SE<p/> Description: Red Female Chicken Bird<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141626,A652382,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2348711,LOST,Nibbler,Dog,Over 1 year<p/>,Female,Jack Russell Terrier,Unknown,10/6/2021 0:00,Date Lost,SOUTH  152ND ST.AND INTERNATIONAL BLVD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2348711,Image Copyright HLP Inc. 2021,"Description: Small to medium black and tan with markings like a doberman. A little grey on muzzle. 13years old erect ears and up curled tail. She is very friendly and loves kids.<p/>Age: Over 1 year<p/>Location Lost: South 152nd St.and International blvd, Tukwila WA  98188<p/>Lost Date: 10/06/2021<p/>",
K21-140369,A649210,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Vickie-Lou,Cat,2 YEARS 1 MONTH,Spayed Female,Domestic Longhair,Gray Tabby,9/25/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A649210,Image Copyright HLP Inc. 2021,"Received on: 2021-09-25<p/> Description: Gray Tabby Spayed Female Domestic Longhair Cat<p/> Age: 2 YEARS 1 MONTH<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hello, my name is Vickie-Lou and I am available for adoption.<p/><p/>I was brought in to the shelter by a good samaritan on 9/25/21.<p/><p/>I am a shy but sweet lady who is feeling pretty overwhelmed here at the shelter. When I've been given some quiet time to warm up, I do enjoy head scratches and interaction with humans!<p/><p/>I am the independent sort, so if you're looking for a cat companion who isn't too needy, I might just be the girl for you! Come on down to meet me and see if you are the forever home for me!<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K21-141576,A652271,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652271,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Shen,Cat,NO AGE,Unknown,Domestic Shorthair,Black / White,11/5/2021 0:00,Received on,4600 block of  S 170TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652271,Image Copyright HLP Inc. 2021,"Received on: 2021-11-05<p/> Found Near: 4600 block of  S 170TH ST<p/> Description: Black / White Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141481,A652015,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2344266,In Public Home,,Dog,Under 1 year<p/>,Male,Chihuahua - Long Haired,White / Brown,11/1/2021 0:00,Date Found,THOMAS  ROAD/180TH AVE SE COVINGTON 98092 BETWEEN KENT/BLACK DIAMOND AND COVINGTON SAWYER ROAD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2344266,Image Copyright HLP Inc. 2021,"Description: Young male about 15 pounds silky hair, very playful, doesn’t like collar<p/>Age: Under 1 year<p/>Found Near: Thomas road/180th Ave SE Covington 98092 between Kent/Black Diamond and Covington Sawyer road, Auburn WA  98092<p/>Found Date: 11/01/2021<p/>",
K21-140992,A650836,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2335218,LOST,Martin,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,10/13/2021 0:00,Date Lost,NE  54TH WAY,RE,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2335218,Image Copyright HLP Inc. 2021,"Description: Grey and white tuxedo. No collar. Microchipped.<p/>Age: Over 1 year<p/>Location Lost: NE 54th Way, Redmond, Redmond WA  98052<p/>Lost Date: 10/13/2021<p/>",
K21-140607,A649805,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2330158,In Public Home,,Dog,Over 1 year<p/>,Female,Yorkshire Terrier,Black / Brown,9/30/2021 0:00,Date Found,BY  TALL TIMBERS CLUB HOUSE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2330158,Image Copyright HLP Inc. 2021,"<p/>Age: Over 1 year<p/>Found Near: by tall timbers club house, Covington WA  98042<p/>Found Date: 09/30/2021<p/>",
